DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
101711835,05/23/2010,05/22/2010,1730,17,Devonshire,1756,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,WHITE OAK,LASSEN,"(34.2504, -118.5198)"
101722459,12/11/2010,12/10/2010,2100,17,Devonshire,1767,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,RESEDA,PRAIRIE,"(34.2391, -118.5361)"
101722801,12/17/2010,12/17/2010,1600,17,Devonshire,1749,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,10400    HASKELL                      AV,,"(34.2592, -118.4761)"
130104832,01/15/2013,01/15/2013,1145,01,Central,0176,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,26,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,8TH                          ST,MAPLE,"(34.0405, -118.2508)"
101811323,05/04/2010,05/04/2010,1440,18,Southeast,1834,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,108TH,CENTRAL,"(33.9383, -118.2542)"
101811593,05/09/2010,05/08/2010,2230,18,Southeast,1862,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,MAIN,117TH,"(33.9274, -118.2739)"
101818231,09/03/2010,08/22/2010,1300,18,Southeast,1802,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,MANCHESTER,FIGUEROA,"(33.9601, -118.2827)"
101821196,10/24/2010,10/23/2010,1730,18,Southeast,1822,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,98TH,MAIN,"(33.9474, -118.2739)"
101824191,12/14/2010,12/13/2010,1800,18,Southeast,1802,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,8600 S  BROADWAY,,"(33.9601, -118.2782)"
101906697,02/12/2010,02/05/2010,1200,19,Mission,1913,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,DE GARMO,ARARAT,"(34.3151, -118.4627)"
101907636,02/27/2010,02/25/2010,1800,19,Mission,1958,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,BEACHY,VAN NUYS,"(34.2516, -118.442)"
101926208,12/07/2010,12/07/2010,1330,19,Mission,1963,510,VEHICLE - STOLEN,,,,,,,,,IC,Invest Cont,510,,,,14500    VAN NUYS                     BL,,"(34.2471, -118.4482)"
102008197,02/10/2010,02/10/2010,1615,20,Olympic,2062,660,COUNTERFEIT,1501,,M,O,108,PARKING LOT,,,IC,Invest Cont,660,,,,WESTERN,OLYMPIC,"(34.0527, -118.3091)"
102009255,03/19/2010,03/18/2010,1600,20,Olympic,2033,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,SERRANO,5TH,"(34.0654, -118.3066)"
102009577,03/24/2010,03/23/2010,1700,20,Olympic,2026,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,VERMONT,3RD,"(34.0691, -118.2916)"
102010053,03/31/2010,03/30/2010,1900,20,Olympic,2004,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,CLINTON,HARVARD,"(34.0817, -118.3046)"
102014076,06/02/2010,06/01/2010,1910,20,Olympic,2023,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,4TH,KINGSLEY,"(34.0672, -118.3029)"
130104834,01/15/2013,01/15/2013,2130,01,Central,0152,624,BATTERY - SIMPLE ASSAULT,0305 0421 0419 0400,59,M,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  GRAND                        AV,,"(34.0502, -118.254)"
102016964,07/21/2010,07/20/2010,2000,20,Olympic,2016,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,MARIPOSA,2ND,"(34.0712, -118.2991)"
102019584,09/01/2010,08/31/2010,2200,20,Olympic,2055,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,FEDORA,PICO,"(34.0472, -118.2979)"
102024685,11/29/2010,11/28/2010,2200,20,Olympic,2062,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,PICO,GRAMERCY                     PL,"(34.0472, -118.313)"
102105034,01/19/2010,01/15/2010,2100,21,Topanga,2129,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,19900    COVELL0,,"(34.2143, -118.5666)"
102109626,04/14/2010,04/14/2010,1220,21,Topanga,2175,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,VENTURA,SALE,"(34.1675, -118.6188)"
102110805,05/07/2010,05/07/2010,1800,21,Topanga,2156,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,TOPANGA CANYON,OXNARD,"(34.1792, -118.6059)"
102111692,05/25/2010,05/22/2010,1230,21,Topanga,2136,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,TOPANGA CANYON,SATICOY,"(34.2083, -118.606)"
102113365,06/26/2010,06/26/2010,1145,21,Topanga,2147,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,VALERIO,INDEPENDENCE,"(34.2047, -118.5906)"
130104835,01/15/2013,01/15/2013,2130,01,Central,0152,624,BATTERY - SIMPLE ASSAULT,0416,56,F,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  GRAND                        AV,,"(34.0502, -118.254)"
130104836,01/15/2013,01/15/2013,2330,01,Central,0111,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1266 1820,26,F,B,102,SIDEWALK,,,AO,Adult Other,440,,,,BLOOM,MAIN,"(34.0652, -118.2306)"
130104837,01/15/2013,01/15/2013,1730,01,Central,0152,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,57,M,A,717,HEALTH SPA/GYM,,,IC,Invest Cont,440,,,,500 S  FLOWER                       ST,,"(34.0516, -118.2561)"
130104843,01/16/2013,01/15/2013,2215,01,Central,0185,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,48,M,B,118,CONSTRUCTION SITE,,,IC,Invest Cont,440,,,,HILL                         ST,OLYMPIC,"(34.0416, -118.2584)"
130104845,01/16/2013,01/16/2013,0140,01,Central,0145,210,ROBBERY,0416 0344 1238,59,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5TH                          ST,MAIN                         ST,"(34.0464, -118.248)"
130104855,01/16/2013,01/11/2013,1400,01,Central,0182,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,28,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1000 S  HOPE                         ST,,"(34.0437, -118.2617)"
130104872,01/16/2013,01/04/2013,0830,01,Central,0155,946,OTHER MISCELLANEOUS CRIME,1501,12,M,H,726,POLICE FACILITY,,,AA,Adult Arrest,946,,,,200 E  6TH                          ST,,"(34.0446, -118.249)"
130104878,01/16/2013,01/16/2013,1130,01,Central,0192,624,BATTERY - SIMPLE ASSAULT,0319 0416,58,M,H,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,HOPE                         ST,VENICE                       BL,"(34.0365, -118.2676)"
130104879,01/16/2013,01/16/2013,1330,01,Central,0195,624,BATTERY - SIMPLE ASSAULT,0400,32,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1500 S  LOS ANGELES                  ST,,"(34.0337, -118.261)"
130104886,01/16/2013,01/07/2013,1715,01,Central,0124,946,OTHER MISCELLANEOUS CRIME,1501,35,F,O,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,946,,,,200 N  LOS ANGELES                  ST,,"(34.0525, -118.2416)"
130104888,01/16/2013,01/16/2013,1440,01,Central,0142,755,BOMB SCARE,0404,33,F,B,702,OFFICE BUILDING/OFFICE,511,VERBAL THREAT,IC,Invest Cont,755,,,,300 S  GRAND                        AV,,"(34.053, -118.2513)"
130104889,01/16/2013,01/10/2013,2100,01,Central,0145,210,ROBBERY,0305 1251 0354 0316 1238 0344 0416 0429,48,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5TH,MAIN                         ST,"(34.0464, -118.248)"
130104894,01/16/2013,01/16/2013,1510,01,Central,0192,330,BURGLARY FROM VEHICLE,0344 1609,63,M,B,101,STREET,,,IC,Invest Cont,330,,,,18TH                         ST,OLIVE                        ST,"(34.0338, -118.2665)"
130104899,01/16/2013,01/16/2013,1430,01,Central,0161,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,44,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,"(34.0494, -118.2599)"
130104908,01/17/2013,01/17/2013,0210,01,Central,0146,886,DISTURBING THE PEACE,,,M,B,726,POLICE FACILITY,,,IC,Invest Cont,886,,,,200 E  6TH                          ST,,"(34.0446, -118.249)"
130104909,01/16/2013,01/16/2013,2005,01,Central,0152,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0325,,M,H,403,DRUG STORE,,,IC,Invest Cont,440,,,,5TH                          ST,GRAND,"(34.0502, -118.254)"
130104910,01/16/2013,01/16/2013,1900,01,Central,0147,624,BATTERY - SIMPLE ASSAULT,0416 0319,47,F,H,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 E  5TH                          ST,,"(34.0446, -118.245)"
130104912,01/16/2013,01/16/2013,2230,01,Central,0164,624,BATTERY - SIMPLE ASSAULT,1251 0416,21,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  SPRING                       ST,,"(34.046, -118.2509)"
130104915,01/16/2013,01/16/2013,0200,01,Central,0143,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,28,M,O,710,OTHER PREMISE,,,IC,Invest Cont,740,,,,400 S  BROADWAY,,"(34.0495, -118.2494)"
130104918,01/17/2013,01/17/2013,0310,01,Central,0185,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,21,F,H,101,STREET,,,AA,Adult Arrest,626,,,,100 E  9TH                          ST,,"(34.0416, -118.255)"
130104927,01/17/2013,01/16/2013,1830,01,Central,0101,320,"BURGLARY, ATTEMPTED",1601,82,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,320,,,,900    FIGUEROA                     TR,,"(34.0663, -118.2441)"
130104932,01/17/2013,01/11/2013,1400,01,Central,0148,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0346,27,F,W,719,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,440,,,,600 E  5TH                          ST,,"(34.0435, -118.2427)"
130104933,01/17/2013,01/17/2013,0900,01,Central,0111,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,29,M,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,420,,,,100    PASEO DE LA PLAZA,,"(34.0565, -118.2395)"
130104942,01/17/2013,01/17/2013,1045,01,Central,0174,624,BATTERY - SIMPLE ASSAULT,0917 0400,31,M,W,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 S  LOS ANGELES                  ST,,"(34.0419, -118.2523)"
130104943,01/17/2013,01/17/2013,1045,01,Central,0174,624,BATTERY - SIMPLE ASSAULT,0601 0416,73,M,O,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 S  LOS ANGELES                  ST,,"(34.0419, -118.2523)"
130104946,01/17/2013,01/17/2013,1100,01,Central,0192,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1816 1815 1251,18,F,H,724,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,511,VERBAL THREAT,AO,Adult Other,930,,,,1600 S  OLIVE                        ST,,"(34.0352, -118.2654)"
130104949,01/17/2013,01/16/2013,2230,01,Central,0166,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0319 1405,51,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AA,Adult Arrest,930,,,,600 S  SAN PEDRO                    ST,,"(34.0423, -118.2452)"
130104952,01/17/2013,01/17/2013,1415,01,Central,0156,624,BATTERY - SIMPLE ASSAULT,0913 0361 0603 0429,53,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500    WALL                         ST,,"(34.0449, -118.2458)"
130104967,01/17/2013,01/17/2013,1430,01,Central,0156,624,BATTERY - SIMPLE ASSAULT,0913 0447 0361 0603,50,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,500    WALL                         ST,,"(34.0449, -118.2458)"
130104972,01/17/2013,01/16/2013,1700,01,Central,0192,510,VEHICLE - STOLEN,,12,,,101,STREET,,,IC,Invest Cont,510,,,,1300    MARGO                        ST,,"(34.0386, -118.2638)"
130104973,01/17/2013,01/17/2013,0100,01,Central,0176,480,BIKE - STOLEN,0329 1602 1402 0344,38,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,998,,,700 S  LOS ANGELES                  ST,,"(34.0433, -118.2504)"
130104978,01/18/2013,01/17/2013,1830,01,Central,0182,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1300 1402 0344,26,F,H,108,PARKING LOT,,,IC,Invest Cont,331,998,,,12TH,FIGUEROA,"(34.0423, -118.2666)"
101105045,01/18/2010,01/17/2010,2100,11,Northeast,1177,510,VEHICLE - STOLEN,,,,,101,STREET,,,AA,Adult Arrest,510,,,,600 W  AVENUE 27,,"(34.0866, -118.2241)"
130104979,01/17/2013,01/17/2013,1930,01,Central,0166,624,BATTERY - SIMPLE ASSAULT,2000 0408 0416,42,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,999,,,600    SAN JULIAN                   ST,,"(34.0428, -118.2461)"
130104981,01/17/2013,01/17/2013,2330,01,Central,0144,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1266,,M,H,710,OTHER PREMISE,,,IC,Invest Cont,745,,,,400 S  SPRING                       ST,,"(34.0488, -118.2483)"
130104984,01/18/2013,01/18/2013,0100,01,Central,0111,624,BATTERY - SIMPLE ASSAULT,0400 0417 2000 1251 1814,33,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 N  FIGUEROA                     ST,,"(34.0617, -118.2469)"
130104987,01/17/2013,01/17/2013,2000,01,Central,0161,480,BIKE - STOLEN,0344 1602,20,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,8TH                          ST,FIGUEROA                     ST,"(34.0487, -118.2627)"
130104989,01/18/2013,01/18/2013,0240,01,Central,0101,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 1243 2000 0400,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,900 W  COLLEGE                      ST,,"(34.0666, -118.245)"
101123631,11/30/2010,11/30/2010,1130,11,Northeast,1143,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,COMMONWEALTH,AVOCADO,"(34.1112, -118.2853)"
101206592,02/06/2010,02/05/2010,2100,12,77th Street,1259,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,700 E  78TH                         ST,,"(33.9685, -118.263)"
101206868,02/09/2010,02/08/2010,1300,12,77th Street,1239,330,BURGLARY FROM VEHICLE,0329 0342 0344 1300 1309 1609,,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,SLAUSON,VERMONT,"(33.9892, -118.2915)"
101207430,02/16/2010,02/15/2010,2200,12,77th Street,1239,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,MENLO,59TH,"(33.9873, -118.2893)"
101208390,02/27/2010,02/26/2010,2200,12,77th Street,1255,510,VEHICLE - STOLEN,,,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,7700    HALLDALE                     AV,,"(33.97, -118.3024)"
101208434,02/27/2010,02/27/2010,1500,12,77th Street,1218,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,55TH,FIGUEROA,"(33.9924, -118.2827)"
101209197,03/09/2010,03/08/2010,1800,12,77th Street,1231,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,6300    BUCKLER                      AV,,"(33.9826, -118.3509)"
101209783,03/16/2010,03/16/2010,1020,12,77th Street,1257,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,7600 S  FIGUEROA                     ST,,"(33.9708, -118.2827)"
101210605,03/27/2010,03/26/2010,2230,12,77th Street,1243,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,1900 W  71ST                         ST,,"(33.9754, -118.3112)"
130104990,01/18/2013,01/18/2013,0230,01,Central,0153,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,626,,,,500 S  SPRING                       ST,,"(34.0474, -118.2496)"
101211414,04/06/2010,04/06/2010,1900,12,77th Street,1266,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,83RD,GRAND,"(33.9642, -118.2804)"
130104991,01/18/2013,01/18/2013,0350,01,Central,0158,946,OTHER MISCELLANEOUS CRIME,,42,M,B,203,OTHER BUSINESS,,,AA,Adult Arrest,946,,,,7TH                          ST,STANFORD                     AV,"(34.0387, -118.2439)"
101214585,05/17/2010,05/17/2010,1100,12,77th Street,1218,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,VERMONT,54TH,"(33.9932, -118.2915)"
101217128,06/23/2010,06/18/2010,1200,12,77th Street,1235,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,NORMANDIE,59TH,"(33.9875, -118.3002)"
101218521,07/07/2010,07/07/2010,1850,12,77th Street,1249,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,HOOVER,GAGE,"(33.9822, -118.287)"
101219121,07/15/2010,07/14/2010,1800,12,77th Street,1208,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,47TH                         ST,FIGUEROA,"(34.0006, -118.2827)"
101219534,07/20/2010,07/18/2010,1400,12,77th Street,1255,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,VERMONT,GAGE,"(33.9822, -118.2915)"
101220966,08/06/2010,08/06/2010,2000,12,77th Street,1204,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,4700 S  NORMANDIE                    AV,,"(34.0007, -118.3002)"
101221958,08/21/2010,08/20/2010,2300,12,77th Street,1269,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,400 E  84TH                         PL,,"(33.962, -118.2673)"
130104993,01/18/2013,01/17/2013,2200,01,Central,0101,510,VEHICLE - STOLEN,,12,,,101,STREET,,,IC,Invest Cont,510,,,,900    MARVIEW                      AV,,"(34.0673, -118.2489)"
101225975,10/17/2010,10/16/2010,2200,12,77th Street,1267,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,900 W  84TH                         ST,,"(33.9624, -118.2893)"
101226130,10/18/2010,10/15/2010,1800,12,77th Street,1258,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,MAIN,FLORENCE,"(33.9747, -118.2739)"
130104994,01/18/2013,01/09/2013,1030,01,Central,0155,946,OTHER MISCELLANEOUS CRIME,1501,12,M,H,726,POLICE FACILITY,,,IC,Invest Cont,946,,,,200 E  6TH                          ST,,"(34.0446, -118.249)"
130105014,01/18/2013,01/18/2013,0955,01,Central,0111,901,VIOLATION OF RESTRAINING ORDER,2000 1912,50,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901,,,,800    YALE                         ST,,"(34.0632, -118.2408)"
101230253,12/15/2010,12/14/2010,2300,12,77th Street,1257,510,VEHICLE - STOLEN,,,,,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,510,,,,900 W  78TH                         ST,,"(33.9688, -118.2893)"
130105018,01/18/2013,01/18/2013,1345,01,Central,0161,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,28,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,"(34.0494, -118.2599)"
101231004,12/27/2010,12/27/2010,1000,12,77th Street,1208,888,TRESPASSING,1501,31,M,H,301,GAS STATION,,,IC,Invest Cont,888,,,,4400 S  FIGUEROA                     ST,,"(34.0038, -118.2827)"
130105019,01/18/2013,01/18/2013,0920,01,Central,0165,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218,55,M,O,102,SIDEWALK,308,STICK,IC,Invest Cont,230,,,,600    WALL                         ST,,"(34.0435, -118.2471)"
101308623,03/12/2010,03/12/2010,1100,13,Newton,1331,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,30TH,HOPE,"(34.024, -118.2756)"
130105020,01/18/2013,01/06/2013,0030,01,Central,0145,330,BURGLARY FROM VEHICLE,0344,22,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,100    WINSTON                      ST,,"(34.0476, -118.2477)"
101310586,04/11/2010,04/10/2010,2230,13,Newton,1309,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,MATEO,7TH,"(34.0346, -118.2323)"
101313028,05/18/2010,05/17/2010,2100,13,Newton,1395,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,66TH,SAN PEDRO,"(33.9797, -118.2695)"
101400609,02/15/2010,02/14/2010,2350,14,Pacific,1445,946,OTHER MISCELLANEOUS CRIME,,,F,H,103,ALLEY,,,IC,Invest Cont,946,,,,WADE,VENICE,"(34.0009, -118.4376)"
101404838,01/14/2010,01/14/2010,1430,14,Pacific,1409,350,"THEFT, PERSON",0344,14,M,W,101,STREET,,,AO,Adult Other,350,,,,MOTOR,PALMS,"(34.0249, -118.4074)"
130105021,01/18/2013,01/18/2013,0100,01,Central,0142,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1210,29,M,W,503,HOTEL,,,IC,Invest Cont,341,,,,400 S  FLOWER                       ST,,"(34.0529, -118.2549)"
101425697,11/12/2010,11/11/2010,2230,14,Pacific,1412,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,PACIFIC,ROSE,"(33.9954, -118.4784)"
130105022,01/18/2013,01/16/2013,2130,01,Central,0182,510,VEHICLE - STOLEN,,12,,,101,STREET,,,IC,Invest Cont,510,,,,FLOWER,GRAND,"(34.042, -118.2625)"
101510863,04/21/2010,04/21/2010,2220,15,N Hollywood,1555,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,HUSTON,LANKERSHIM,"(34.1598, -118.3746)"
101606071,02/15/2010,02/14/2010,2100,16,Foothill,1684,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,LANKERSHIM,STRATHERN,"(34.2157, -118.3878)"
101607539,03/16/2010,03/13/2010,1500,16,Foothill,1645,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,GLENOAKS,OSBORNE,"(34.2677, -118.4051)"
101609545,04/25/2010,04/24/2010,2145,16,Foothill,1651,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,LAUREL CANYON,OSBORNE,"(34.2469, -118.4195)"
130105023,01/18/2013,01/17/2013,1600,01,Central,0111,664,"BUNCO, PETTY THEFT",0344 0701,24,F,H,102,SIDEWALK,,,IC,Invest Cont,664,,,,OLYMPIC                      BL,GRAND                        AV,"(34.043, -118.2606)"
130105026,01/18/2013,01/18/2013,0400,01,Central,0153,210,ROBBERY,0416 0344 0429 1206,24,M,O,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,6TH,HILL                         ST,"(34.0474, -118.2531)"
101723052,12/22/2010,12/21/2010,1300,17,Devonshire,1781,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,INDEPENDENCE,GRESHAM,"(34.2306, -118.5907)"
101805627,01/29/2010,01/28/2010,1800,18,Southeast,1862,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,120TH,SAN PEDRO,"(33.9237, -118.2696)"
101805679,01/30/2010,01/27/2010,2100,18,Southeast,1801,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,90TH,HOOVER,"(33.9551, -118.2869)"
102021493,10/05/2010,10/04/2010,1900,20,Olympic,2019,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,HOOVER,COUNCIL,"(34.075, -118.2838)"
130105027,01/18/2013,01/18/2013,1515,01,Central,0138,210,ROBBERY,0344 0400 0319 0352 0357 0305,52,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,4TH,WALL                         ST,"(34.0458, -118.243)"
101813814,06/17/2010,06/17/2010,1630,18,Southeast,1837,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,COMPTON,112TH,"(33.933, -118.2463)"
101815528,07/17/2010,07/17/2010,1900,18,Southeast,1861,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,117TH,VERMONT,"(33.9274, -118.2916)"
101816295,07/30/2010,07/29/2010,1200,18,Southeast,1841,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,106TH,VERMONT,"(33.9399, -118.2916)"
101817882,08/27/2010,08/27/2010,1900,18,Southeast,1831,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,121ST,FIGUEROA,"(33.9225, -118.2828)"
101820646,10/14/2010,10/14/2010,1730,18,Southeast,1802,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,8700 S  BROADWAY,,"(33.9587, -118.2782)"
